Date,Tmax,Tmin
19620609:0900,17.1,9.6
19620610:0900,11.3,7
19620611:0900,12.9,6
19620612:0900,11.5,7.1
19620613:0900,9.6,5.4
19620614:0900,10.5,3.5
19620615:0900,10.2,5.1
19620616:0900,8.2,4.9
19620617:0900,10.3,5.2
19620618:0900,13.2,9.5
19620619:0900,14.5,7.7
19620620:0900,10.7,6.2
19620621:0900,14.1,9.9
19620622:0900,14.9,7.8
19620623:0900,12.2,7.6
19620624:0900,14.4,8
19620625:0900,13.5,3.8
19620626:0900,13.6,4.3
19620627:0900,14.6,9.9
19620628:0900,14.6,8.4
19620629:0900,10.2,7.3
19620630:0900,10.8,4
19620701:0900,12,4.6
19620702:0900,12.4,7.9
19620703:0900,11.1,9.7
19620704:0900,14.3,10.7
19620705:0900,14.2,8.2
19620706:0900,12.2,8.2
19620707:0900,11.1,5.3
19620708:0900,8.4,4.7
19620709:0900,10.4,1.3
19620710:0900,8.9,3.2
19620711:0900,11.2,8
19620712:0900,9.2,5.8
19620713:0900,9.6,3.7
19620714:0900,12.2,4.4
19620715:0900,14.4,10
19620716:0900,14.3,10.4
19620717:0900,10.7,5.5
19620718:0900,8.2,5.7
19620719:0900,9.2,6.6
19620720:0900,9.1,1.7
19620721:0900,11,3.6
19620722:0900,11.7,2.4
19620723:0900,12.1,2.9
19620724:0900,11.8,6.8
19620725:0900,13,11
19620726:0900,17,10
19620727:0900,14,10.2
19620728:0900,13.8,11
19620729:0900,15.1,9.4
19620730:0900,13.3,9.1
19620731:0900,9.9,7.6
19620801:0900,12.4,4.4
19620802:0900,12.8,8.8
19620803:0900,14.8,10.8
19620804:0900,13.7,8.9
19620805:0900,13.9,5.3
19620806:0900,7.1,4.3
19620807:0900,9.1,5.1
19620808:0900,12.7,3.4
19620809:0900,13.3,6.9
19620810:0900,12.7,9.8
19620811:0900,11.7,6.8
19620812:0900,9.2,4.1
19620813:0900,8.3,4.9
19620814:0900,8.3,4.9
19620815:0900,9.5,1.7
19620816:0900,11.2,2.1
19620817:0900,11.9,4.1
19620818:0900,12.8,5
19620819:0900,13.6,6.7
19620820:0900,15.3,8.2
19620821:0900,14,8.8
19620822:0900,13.2,10.9
19620823:0900,13.9,10.8
19620824:0900,13.3,7.9
19620825:0900,8.8,3.8
19620826:0900,12.6,3.6
19620827:0900,12.9,8
19620828:0900,14.8,7.3
19620829:0900,10.7,6.7
19620830:0900,13.2,8.7
19620831:0900,13.9,10.6
19620901:0900,13.8,10
19620902:0900,12.8,5.8
19620903:0900,9.3,5.1
19620904:0900,14.9,7.3
19620905:0900,14.3,9.2
19620906:0900,15,9.7
19620907:0900,14.6,3.8
19620908:0900,13.9,6.1
19620909:0900,14.9,9.2
19620910:0900,15.2,4.2
19620911:0900,10.4,3.3
19620912:0900,14.6,7.4
19620913:0900,14,9.7
19620914:0900,13.3,9.7
19620915:0900,14.2,7.5
19620916:0900,10.5,6.1
19620917:0900,10.4,7
19620918:0900,11.6,8.2
19620919:0900,11.7,7.2
19620920:0900,11.9,7.4
19620921:0900,14.9,9.2
19620922:0900,15,6.7
19620923:0900,15.2,7.9
19620924:0900,14.3,9.3
19620925:0900,14.7,9
19620926:0900,12,7.9
19620927:0900,11.1,8.3
19620928:0900,16.5,10.3
19620929:0900,15.1,10.9
19620930:0900,17.3,10.7
19621001:0900,16.8,12.3
19621002:0900,18.8,11.9
19621003:0900,14.7,11.2
19621004:0900,15.4,11.8
19621005:0900,16.2,9.4
19621006:0900,15.4,10.4
19621007:0900,17,10.8
19621008:0900,15.1,10.8
19621009:0900,16.6,10.6
19621010:0900,16.3,7.1
19621011:0900,15.1,7.7
19621012:0900,17.5,9.2
19621013:0900,14.2,5.8
19621014:0900,15.8,11
19621015:0900,15.4,10.9
19621016:0900,14.6,9.1
19621017:0900,11.3,4.6
19621018:0900,18.7,12.4
19621019:0900,14.7,11.8
19621020:0900,17.4,11.7
19621021:0900,16.1,9.2
19621022:0900,16.3,10.7
19621023:0900,20.8,13.7
19621024:0900,25.1,15.2
19621025:0900,18.8,12.8
19621026:0900,15.9,12.9
19621027:0900,15.6,10.7
19621028:0900,15.7,9.9
19621029:0900,19.9,12.8
19621030:0900,16.6,12.6
19621031:0900,17.7,12.6
19621101:0900,17.9,11.4
19621102:0900,16.2,11.8
19621103:0900,21,12.9
19621104:0900,16.3,10.7
19621105:0900,16.6,11.6
19621106:0900,16.2,11.4
19621107:0900,17.6,9.1
19621108:0900,18.2,10.2
19621109:0900,16.8,7.3
19621110:0900,13.8,5.8
19621111:0900,16,10.7
19621112:0900,16.4,7.4
19621113:0900,18.8,11.1
19621114:0900,21.1,12.2
19621115:0900,19,12.6
19621116:0900,15,11.3
19621117:0900,18.7,14.2
19621118:0900,19.6,12.9
19621119:0900,20.8,13.8
19621120:0900,18.9,7.8
19621121:0900,20.4,8.8
19621122:0900,18.4,11.2
19621123:0900,17.3,13
19621124:0900,17.7,11.6
19621125:0900,18.8,12.1
19621126:0900,19.3,10.4
19621127:0900,14.2,7.3
19621128:0900,17.5,12.8
19621129:0900,19.8,11.1
19621130:0900,18.7,11.9
19621201:0900,15.1,9.9
19621202:0900,15.1,9.7
19621203:0900,17,11.4
19621204:0900,22.1,14.7
19621205:0900,22.6,12.3
19621206:0900,18.9,12.8
19621207:0900,16.6,9
19621208:0900,14.9,6.6
19621209:0900,18.2,10.1
19621210:0900,19.7,14.3
19621211:0900,19.1,14.6
19621212:0900,20.3,15.6
19621213:0900,21.3,14.4
19621214:0900,21.3,15.2
19621215:0900,18.8,11.7
19621216:0900,19.4,12.3
19621217:0900,21.7,9.7
19621218:0900,22.2,12.8
19621219:0900,21.7,14.3
19621220:0900,21.3,15.2
19621221:0900,23,15.7
19621222:0900,20,12.1
19621223:0900,20.1,12.6
19621224:0900,15.8,7.5
19621225:0900,20.5,13.3
19621226:0900,19.3,14.4
19621227:0900,14.8,8.1
19621228:0900,13.1,8.6
19621229:0900,14.2,6.6
19621230:0900,17.2,10.7
19621231:0900,20.6,10.1
19630101:0900,22.1,12.7
19630102:0900,20.8,15.1
19630103:0900,21.9,14.1
19630104:0900,21.7,15
19630105:0900,20.6,15.9
19630106:0900,24.1,17.2
19630107:0900,23,17.7
19630108:0900,21.1,15
19630109:0900,16.1,12.9
19630110:0900,14.7,11.9
19630111:0900,16.4,11.1
19630112:0900,15.9,9.4
19630113:0900,15.7,10.3
19630114:0900,21.6,10.6
19630115:0900,20.6,12.2
19630116:0900,21,12.3
19630117:0900,20.1,13.5
19630118:0900,21,13.8
19630119:0900,19.4,12.9
19630120:0900,25.1,16.1
19630121:0900,24.2,14
19630122:0900,21.9,10.4
19630123:0900,18.2,12
19630124:0900,20.4,14.7
19630125:0900,20.1,11.2
19630126:0900,20.1,11.2
19630127:0900,19.9,11.4
19630128:0900,19.3,14.7
19630129:0900,20.4,14.5
19630130:0900,21.7,13.9
19630131:0900,23.2,16.1
19630201:0900,23.4,14.2
19630202:0900,23.9,16.1
19630203:0900,23.1,16.2
19630204:0900,22.8,15.8
19630205:0900,23.7,16.7
19630206:0900,24.8,15
19630207:0900,19.7,13.9
19630208:0900,23.3,16.8
19630209:0900,19.3,16
19630210:0900,21,12.3
19630211:0900,20.6,14.4
19630212:0900,20.4,10.7
19630213:0900,15.6,11.5
19630214:0900,21.5,11.8
19630215:0900,23.9,15.9
19630216:0900,22.8,18.7
19630217:0900,20.5,17.9
19630218:0900,22.3,14.2
19630219:0900,17.4,10.9
19630220:0900,23.5,16.8
19630221:0900,22.7,15.5
19630222:0900,19.8,13.8
19630223:0900,21.6,15.5
19630224:0900,20.3,13.8
19630225:0900,21.4,14.7
19630226:0900,20.5,11.2
19630227:0900,20.1,13.2
19630228:0900,18.4,13.8
19630301:0900,18.6,10
19630302:0900,21,14.6
19630303:0900,19.3,12.1
19630304:0900,16.1,11.4
19630305:0900,21.3,11.4
19630306:0900,23.9,14.7
19630307:0900,24.6,14.9
19630308:0900,23.6,11.8
19630309:0900,13.3,9
19630310:0900,13.9,8.9
19630311:0900,16.4,10.6
19630312:0900,18.9,14.4
19630313:0900,19.6,7.7
19630314:0900,16.7,8.4
19630315:0900,18.8,12.2
19630316:0900,18.7,14.9
19630317:0900,19.8,15
19630318:0900,20.1,14.8
19630319:0900,20.7,11.6
19630320:0900,18.2,12.2
19630321:0900,18.7,12.7
19630322:0900,17.5,11.5
19630323:0900,14.7,7.9
19630324:0900,20.9,13.3
19630325:0900,20.1,12.6
19630326:0900,17.9,13.2
19630327:0900,20.1,16.2
19630328:0900,18.8,13.8
19630329:0900,22.3,12.1
19630330:0900,15.8,10.5
19630331:0900,19.3,11.1
19630401:0900,20.4,13.4
19630402:0900,16.8,11.1
19630403:0900,15.2,8.2
19630404:0900,11.1,8.1
19630405:0900,13.1,5.7
19630406:0900,15.1,9.9
19630407:0900,19,12.1
19630408:0900,19.6,13.1
19630409:0900,18.8,11.2
19630410:0900,20.5,13.9
19630411:0900,18.6,13.3
19630412:0900,18.7,9.2
19630413:0900,16.1,8.6
19630414:0900,18.3,12.3
19630415:0900,18.3,11.1
19630416:0900,14,10.7
19630417:0900,12.7,10
19630418:0900,12.9,6.8
19630419:0900,15.7,7
19630420:0900,13.7,8.6
19630421:0900,12.4,8.4
19630422:0900,12.7,8.9
19630423:0900,12.4,7.9
19630424:0900,15.8,6.1
19630425:0900,14.1,7.2
19630426:0900,14.3,7.5
19630427:0900,16.6,10.6
19630428:0900,14.1,6.3
19630429:0900,15.1,8.9
19630430:0900,11.9,5.6
19630501:0900,16.1,6.7
19630502:0900,15.1,12.2
19630503:0900,16.2,12.6
19630504:0900,16.9,10.5
19630505:0900,16.6,12.1
19630506:0900,16.7,3.7
19630507:0900,8.9,3
19630508:0900,14.2,7.4
19630509:0900,15.8,8.8
19630510:0900,15.4,11.6
19630511:0900,17.1,9.8
19630512:0900,14.5,10.7
19630513:0900,15.1,10.2
19630514:0900,10.5,5.4
19630515:0900,15.5,5.6
19630516:0900,16.2,7.9
19630517:0900,14.6,11.4
19630518:0900,16.9,5.8
19630519:0900,9.3,6.2
19630520:0900,11.6,4.4
19630521:0900,11.4,8.3
19630522:0900,10.9,7.1
19630523:0900,10.3,4.7
19630524:0900,10.7,4.8
19630525:0900,13.6,7.2
19630526:0900,14.9,9
19630527:0900,14.2,9.3
19630528:0900,14.5,5
19630529:0900,15.4,5.9
19630530:0900,13.4,10.2
19630531:0900,14.8,8.2
19630601:0900,15.6,9.9
19630602:0900,15.9,6.2
19630603:0900,8.9,6.4
19630604:0900,9.1,5.3
19630605:0900,8.4,6.7
19630606:0900,13.1,7.1
19630607:0900,15.8,11.4
19630608:0900,14.8,10.9
19630609:0900,14.3,10.8
19630610:0900,14.4,8
19630611:0900,9.5,5.5
19630612:0900,8.8,6.1
19630613:0900,8.2,6.1
19630614:0900,9.3,5.8
19630615:0900,10.9,3.9
19630616:0900,11.4,4.8
19630617:0900,12.1,8.2
19630618:0900,12.3,8.9
19630619:0900,12.9,7.5
19630620:0900,11.1,5.2
19630621:0900,13.1,7.8
19630622:0900,11.9,3.9
19630623:0900,8.7,3
19630624:0900,10.8,3.9
19630625:0900,11.3,4.3
19630626:0900,12.4,6.1
19630627:0900,7.8,4.8
19630628:0900,7.6,1.8
19630629:0900,11.2,2.8
19630630:0900,9.8,4.4
19630701:0900,10.1,4.3
19630702:0900,11.2,3.3
19630703:0900,10.9,5.5
19630704:0900,13.3,9.2
19630705:0900,10.2,9.3
19630706:0900,10.6,8
19630707:0900,8.9,6.3
19630708:0900,9.8,5.6
19630709:0900,12.2,7.1
19630710:0900,9,3.9
19630711:0900,7.8,4.4
19630712:0900,7.1,1.8
19630713:0900,8.8,3.6
19630714:0900,12.6,7.8
19630715:0900,14.3,10
19630716:0900,13.4,8.5
19630717:0900,11.7,4.9
19630718:0900,7.6,4.2
19630719:0900,7.2,5
19630720:0900,9.3,4.4
19630721:0900,11,3.1
19630722:0900,12.1,4.3
19630723:0900,11.6,8.5
19630724:0900,14.4,5
19630725:0900,11.8,5.4
19630726:0900,7.7,4.1
19630727:0900,7.3,4.1
19630728:0900,7.4,3.9
19630729:0900,9.5,4.1
19630730:0900,11.3,7.3
19630731:0900,11.9,7.8
19630801:0900,11.1,5.6
19630802:0900,8.2,1.6
19630803:0900,10.4,3.6
19630804:0900,10.1,2
19630805:0900,11.7,4.9
19630806:0900,12.4,8.4
19630807:0900,12.9,6.8
19630808:0900,7.4,4.3
19630809:0900,6.3,3.6
19630810:0900,9.7,4.1
19630811:0900,9.9,4.1
19630812:0900,10.9,6
19630813:0900,15.2,2.4
19630814:0900,10.1,3
19630815:0900,10.2,3.9
19630816:0900,12.1,6.8
19630817:0900,14.8,4.3
19630818:0900,11.9,8.3
19630819:0900,11.1,6.2
19630820:0900,13.9,6.3
19630821:0900,8.2,3.3
19630822:0900,6.6,3.9
19630823:0900,7.4,4.4
19630824:0900,6.8,4.8
19630825:0900,7.7,4.4
19630826:0900,8.2,2.8
19630827:0900,11.3,6.5
19630828:0900,13,8.9
19630829:0900,13.8,6.2
19630830:0900,10.2,3.9
19630831:0900,13.4,6.3
19630901:0900,14.6,6.8
19630902:0900,14.5,10.9
19630903:0900,13.9,9
19630904:0900,10.2,8.6
19630905:0900,11.1,5.6
19630906:0900,8.8,4.9
19630907:0900,10.1,3.2
19630908:0900,13.3,5.6
19630909:0900,10.2,6.8
19630910:0900,13.8,8.5
19630911:0900,14.6,7.1
19630912:0900,14.1,9.7
19630913:0900,14,11
19630914:0900,14.3,10
19630915:0900,11.7,7.9
19630916:0900,13.8,9.7
19630917:0900,13.6,7.7
19630918:0900,12.6,6.6
19630919:0900,14.9,6.6
19630920:0900,16.9,9.4
19630921:0900,16.8,8.4
19630922:0900,12.7,7.2
19630923:0900,16.4,5.9
19630924:0900,13.4,5
19630925:0900,10.1,3.3
19630926:0900,7.1,2.9
19630927:0900,12.6,6.4
19630928:0900,11.3,7.8
19630929:0900,14.1,8.4
19630930:0900,12.3,8.9
19631001:0900,13.9,9.6
19631002:0900,13.4,8.1
19631003:0900,14.6,9.9
19631004:0900,14,9.6
19631005:0900,18.1,12.1
19631006:0900,16.2,8.2
19631007:0900,19,9.4
19631008:0900,17.1,9.4
19631009:0900,13.5,9.2
19631010:0900,15.3,9.5
19631011:0900,12.8,6.9
19631012:0900,15.4,7.6
19631013:0900,14.7,10.3
19631014:0900,16.1,11.7
19631015:0900,16.1,5.6
19631016:0900,16.8,6.9
19631017:0900,15.2,9.1
19631018:0900,13.6,9.4
19631019:0900,18.2,9.2
19631020:0900,18.2,11.4
19631021:0900,14.1,10.7
19631022:0900,14.6,9.8
19631023:0900,15.9,11.7
19631024:0900,20.3,8.9
19631025:0900,13,7.9
19631026:0900,13.6,2.2
19631027:0900,16.9,11.3
19631028:0900,18.4,10.9
19631029:0900,19.9,11.8
19631030:0900,15.9,8.6
19631031:0900,12.7,8.4
19631101:0900,16.8,10
19631102:0900,15.7,9.3
19631103:0900,17.7,9.9
19631104:0900,18.6,9.9
19631105:0900,15.6,11.7
19631106:0900,16.9,7.8
19631107:0900,14.2,2.2
19631108:0900,13.4,9.2
19631109:0900,15.5,7.7
19631110:0900,11.6,6.6
19631111:0900,15.1,6.4
19631112:0900,13.2,5.6
19631113:0900,14.2,9.4
19631114:0900,12.9,6
19631115:0900,14.9,11.4
19631116:0900,16.8,12.5
19631117:0900,16.8,11.8
19631118:0900,14.8,6.8
19631119:0900,12.6,6.3
19631120:0900,16.1,11.2
19631121:0900,17.4,8.7
19631122:0900,16.8,9.3
19631123:0900,15.5,5.6
19631124:0900,16.8,11.6
19631125:0900,17.7,12.8
19631126:0900,19.8,13.2
19631127:0900,16.8,12.9
19631128:0900,19.1,8.2
19631129:0900,13.2,7.9
19631130:0900,17.2,6.3
19631201:0900,20.2,13.3
19631202:0900,20.8,12.2
19631203:0900,12.8,7.1
19631204:0900,17.2,8.8
19631205:0900,19.1,8.6
19631206:0900,21.1,12.9
19631207:0900,19.6,12.7
19631208:0900,18.7,11.6
19631209:0900,17.3,12.1
19631210:0900,18.5,12.3
19631211:0900,17.8,9.7
19631212:0900,20.8,12.8
19631213:0900,19.4,11.2
19631214:0900,19.6,9.8
19631215:0900,15.2,8.9
19631216:0900,17,11.2
19631217:0900,20,11.7
19631218:0900,17.1,12.7
19631219:0900,19.9,11.7
19631220:0900,19.4,10.6
19631221:0900,16,8.1
19631222:0900,13.1,9.3
19631223:0900,16.8,10.8
19631224:0900,17.3,15.3
19631225:0900,17.9,8.2
19631226:0900,16.6,7.8
19631227:0900,19.9,11.9
19631228:0900,23.1,10.7
19631229:0900,20.5,12.9
19631230:0900,19.9,14.9
19631231:0900,20.7,13.1
19640101:0900,21.5,12.9
19640102:0900,17.1,11.5
19640103:0900,17.1,11.1
19640104:0900,17.6,12.1
19640105:0900,18.3,13.4
19640106:0900,18.9,12.7
19640107:0900,19.9,8.2
19640108:0900,19.1,14.4
19640109:0900,20.3,12.9
19640110:0900,20.1,12.2
19640111:0900,17.2,13.2
19640112:0900,18.1,11.2
19640113:0900,19,8
19640114:0900,12.9,6.6
19640115:0900,18.4,11.8
19640116:0900,16.7,13.1
19640117:0900,18.1,12.4
19640118:0900,18.3,10.7
19640119:0900,18.4,12.2
19640120:0900,16.8,9.2
19640121:0900,19.9,13.1
19640122:0900,16.6,12.6
19640123:0900,19.6,9.4
19640124:0900,17.7,12.6
19640125:0900,18.7,12.7
19640126:0900,20.5,14.8
19640127:0900,19.5,14.9
19640128:0900,19.4,13.7
19640129:0900,20.6,11.9
19640130:0900,26.2,13.9
19640131:0900,20,14.4
19640201:0900,21.7,14.3
19640202:0900,22.8,10.8
19640203:0900,15.7,10.4
19640204:0900,17.2,10.6
19640205:0900,21.2,14
19640206:0900,18.7,14.3
19640207:0900,22.5,13.1
19640208:0900,23.8,15
19640209:0900,23.1,16.1
19640210:0900,25.1,14.2
19640211:0900,25.6,13.8
19640212:0900,23.2,12.9
19640213:0900,24.3,13.9
19640214:0900,25.7,14.4
19640215:0900,23.1,15.9
19640216:0900,23.2,15.3
19640217:0900,18.6,15.2
19640218:0900,22.3,17.1
19640219:0900,25.6,15.7
19640220:0900,21.5,14.7
19640221:0900,22.3,11.6
19640222:0900,13.3,9
19640223:0900,13.5,9.3
19640224:0900,14.1,10.8
19640225:0900,15.4,11.1
19640226:0900,16.9,9.3
19640227:0900,23.7,15.8
19640228:0900,22.2,14.9
19640229:0900,17.7,14.3
19640301:0900,20,13.9
19640302:0900,22.3,12.6
19640303:0900,21.6,16.2
19640304:0900,19.9,13.8
19640305:0900,19.8,11.8
19640306:0900,16.4,11.1
19640307:0900,21.9,12.9
19640308:0900,17.2,12.3
19640309:0900,16.1,7.8
19640310:0900,21.7,13.1
19640311:0900,18.9,14.1
19640312:0900,16.5,12.2
19640313:0900,19.9,14.6
19640314:0900,19.3,14.6
19640315:0900,17.8,12.8
19640316:0900,17.7,6.8
19640317:0900,14.4,7.3
19640318:0900,18,12.1
19640319:0900,18.2,12.2
19640320:0900,21,14.6
19640321:0900,18.9,14.1
19640322:0900,15.3,11
19640323:0900,15.7,7.5
19640324:0900,17.5,13.3
19640325:0900,17.8,13.9
19640326:0900,18.6,11.4
19640327:0900,17.9,8
19640328:0900,19.8,8.3
19640329:0900,17.1,11.7
19640330:0900,17.8,13.6
19640331:0900,18.9,13.4
19640401:0900,20.8,11.8
19640402:0900,20.1,12.4
19640403:0900,17.7,10.1
19640404:0900,16.6,12.8
19640405:0900,19.3,6
19640406:0900,10.4,6.2
19640407:0900,11.6,5
19640408:0900,16.4,9.5
19640409:0900,18.9,10
19640410:0900,16.2,10
19640411:0900,19.6,11.1
19640412:0900,13.7,11.8
19640413:0900,14.1,11.2
19640414:0900,13.7,8.5
19640415:0900,17.5,11.4
19640416:0900,14.6,12.8
19640417:0900,17.1,8.3
19640418:0900,14.6,9
19640419:0900,13.2,9.3
19640420:0900,11.3,8.6
19640421:0900,11.1,8.4
19640422:0900,13.8,8.5
19640423:0900,15.2,7.8
19640424:0900,17.3,11.2
19640425:0900,15.8,12
19640426:0900,14.6,12.6
19640427:0900,16.3,12.9
19640428:0900,17.2,11.8
19640429:0900,18.2,11.3
19640430:0900,15.8,13.1
19640501:0900,16.3,12.5
19640502:0900,17.3,7.6
19640503:0900,15.5,8
19640504:0900,17.1,8.2
19640505:0900,15.7,12.3
19640506:0900,15,8.4
19640507:0900,10.3,7.2
19640508:0900,11.1,6.9
19640509:0900,12.3,7.7
19640510:0900,13.2,7.9
19640511:0900,14.6,8.4
19640512:0900,15.7,10.6
19640513:0900,16,12.9
19640514:0900,15.4,11.2
19640515:0900,14.7,9.5
19640516:0900,14.4,8.3
19640517:0900,12.8,6.6
19640518:0900,13,6.9
19640519:0900,15,4.7
19640520:0900,12.3,6.3
19640521:0900,11.9,4.1
19640522:0900,8.9,3.3
19640523:0900,9.7,1.8
19640524:0900,11.4,3.2
19640525:0900,15.6,6.3
19640526:0900,15,9.1
19640527:0900,12.7,7.6
19640528:0900,16.1,9.4
19640529:0900,14.9,10.8
19640530:0900,12.2,7.3
19640531:0900,11.1,5.8
19640601:0900,10.6,3.9
19640602:0900,12.2,3.8
19640603:0900,13.3,7.8
19640604:0900,10.7,7.4
19640605:0900,9,5
19640606:0900,12.4,3.9
19640607:0900,13.7,5.7
19640608:0900,15.9,6.9
19640609:0900,10.1,5.3
19640610:0900,13.9,8.6
19640611:0900,8.9,1.2
19640612:0900,10.7,3.8
19640613:0900,10.6,7.5
19640614:0900,8.8,6.4
19640615:0900,12.2,7.7
19640616:0900,11.3,6.3
19640617:0900,12.1,8.8
19640618:0900,12.8,9.4
19640619:0900,9.9,8.9
19640620:0900,10.1,7.7
19640621:0900,9.8,6.6
19640622:0900,8.3,4.4
19640623:0900,9.6,6.2
19640624:0900,9.7,7.2
19640625:0900,9.6,7.8
19640626:0900,9.8,6.6
19640627:0900,9.9,5.7
19640628:0900,12.2,5.2
19640629:0900,12.1,5.7
19640630:0900,11.6,6.6
19640701:0900,14,6.3
19640702:0900,13.1,8.2
19640703:0900,11.6,10
19640704:0900,13.1,10.6
19640705:0900,12.7,9.2
19640706:0900,12.9,8.9
19640707:0900,13.9,6.2
19640708:0900,10.2,6.2
19640709:0900,7,5.3
19640710:0900,7.7,2.7
19640711:0900,9.8,2.6
19640712:0900,11.7,3.3
19640713:0900,12.7,8.1
19640714:0900,14.3,11.2
19640715:0900,13.3,9.2
19640716:0900,13.2,9.1
19640717:0900,12.1,8.6
19640718:0900,12.7,9.3
19640719:0900,12.6,7.4
19640720:0900,11.8,3.1
19640721:0900,12,4.8
19640722:0900,13.1,7.2
19640723:0900,11.2,5.9
19640724:0900,12.2,6.7
19640725:0900,9.3,6.2
19640726:0900,8.9,5.9
19640727:0900,11.1,6.6
19640728:0900,8.9,2.9
19640729:0900,12.1,4.9
19640730:0900,15.2,6.9
19640731:0900,14.2,6.5
19640801:0900,11.9,6.3
19640802:0900,14.7,6.8
19640803:0900,13.3,10.3
19640804:0900,13.2,10.1
19640805:0900,13.2,6.7
19640806:0900,13,7.3
19640807:0900,12.6,6.8
19640808:0900,9.5,5.6
19640809:0900,9.6,5.8
19640810:0900,13.8,7.7
19640811:0900,12.6,8.8
19640812:0900,13.3,8.8
19640813:0900,12.1,7.2
19640814:0900,12.8,6.2
19640815:0900,11.3,4.2
19640816:0900,11.2,4.4
19640817:0900,12.8,4.5
19640818:0900,10.6,3.9
19640819:0900,11.2,5
19640820:0900,13.2,5.6
19640821:0900,13.3,6.6
19640822:0900,12.9,2.9
19640823:0900,12.2,8.4
19640824:0900,13.8,7.8
19640825:0900,13.2,6.9
19640826:0900,13,8.2
19640827:0900,11.1,7.9
19640828:0900,9.9,2.1
19640829:0900,8.9,1.8
19640830:0900,12.6,3.2
19640831:0900,14.2,6.5
19640901:0900,12.5,8.4
19640902:0900,10.1,3.2
19640903:0900,6.2,3.3
19640904:0900,9.1,4.4
19640905:0900,9.9,0.6
19640906:0900,11.6,4.8
19640907:0900,11.1,7.4
19640908:0900,11.1,7.2
19640909:0900,12.5,6.4
19640910:0900,12.8,6.6
19640911:0900,11.1,6.8
19640912:0900,14.7,6.4
19640913:0900,16.2,9.2
19640914:0900,14.1,9.1
19640915:0900,13.3,7.9
19640916:0900,9.5,8.1
19640917:0900,11.6,7.5
19640918:0900,13.9,9.5
19640919:0900,14,8.3
19640920:0900,13.3,3.3
19640921:0900,15.3,6.9
19640922:0900,14.8,8.8
19640923:0900,15.1,8.6
19640924:0900,13.4,8.3
19640925:0900,13.8,9.2
19640926:0900,16.1,6.7
19640927:0900,11.5,8.3
19640928:0900,16.6,7.7
19640929:0900,15.7,7.2
19640930:0900,17.2,11.2
19641001:0900,13.5,10.4
19641002:0900,14.2,7.6
19641003:0900,16.6,9.1
19641004:0900,14.2,10
19641005:0900,14.3,9.2
19641006:0900,12.2,5.1
19641007:0900,13.8,7.7
19641008:0900,15.6,7.8
19641009:0900,11.3,5.8
19641010:0900,11.4,2.6
19641011:0900,14.3,4.6
19641012:0900,16,8.9
19641013:0900,17.2,9.4
19641014:0900,15.5,10
19641015:0900,20.4,9.4
19641016:0900,17.3,8.9
19641017:0900,12.6,9.3
19641018:0900,14.2,9.6
19641019:0900,16.8,9.6
19641020:0900,17.5,9.1
19641021:0900,13.9,5.4
19641022:0900,15.3,11
19641023:0900,15.4,6
19641024:0900,15.4,11.8
19641025:0900,16.4,11.8
19641026:0900,15.7,7.3
19641027:0900,12.3,8.6
19641028:0900,13.1,5.8
19641029:0900,16.1,8.8
19641030:0900,17.3,8.8
19641031:0900,19.3,10
19641101:0900,19.4,8.6
19641102:0900,18.3,10.2
19641103:0900,15.7,11.4
19641104:0900,17.9,9.1
19641105:0900,18.1,12.2
19641106:0900,19.6,12.2
19641107:0900,18.1,6.3
19641108:0900,16.1,10.3
19641109:0900,15.6,8.4
19641110:0900,14.9,6.2
19641111:0900,16.7,10.6
19641112:0900,15.4,7.7
19641113:0900,16.2,8.2
19641114:0900,14.7,7.8
19641115:0900,16,9.7
19641116:0900,17.2,11.2
19641117:0900,18.8,10.2
19641118:0900,19.4,11.3
19641119:0900,20.8,9.7
19641120:0900,15.6,11.9
19641121:0900,17.9,12.6
19641122:0900,16.6,12.2
19641123:0900,16.4,7.8
19641124:0900,15,8.3
19641125:0900,16.1,11.7
19641126:0900,17,11.4
19641127:0900,16.9,12.7
19641128:0900,16,12
19641129:0900,18.9,9
19641130:0900,19.4,6.9
19641201:0900,18.4,7.9
19641202:0900,15,10.2
19641203:0900,17.1,13.4
19641204:0900,16.7,12.4
19641205:0900,18.4,12
19641206:0900,16.7,11.2
19641207:0900,17.8,12.5
19641208:0900,18.4,11.7
19641209:0900,14.2,9.4
19641210:0900,16.3,9.8
19641211:0900,18.8,9.7
19641212:0900,21.2,13.9
19641213:0900,24.3,14.6
19641214:0900,21.3,16
19641215:0900,22.8,13.1
19641216:0900,19.9,14.9
19641217:0900,23.4,15.7
19641218:0900,21.6,14.9
19641219:0900,19.9,13.9
19641220:0900,19.3,13
19641221:0900,18.6,10.4
19641222:0900,18.8,12.3
19641223:0900,19.9,12.4
19641224:0900,17.9,10.4
19641225:0900,16.8,7.4
19641226:0900,20,13.5
19641227:0900,17.5,13.2
19641228:0900,21.4,12.7
19641229:0900,23.7,13.3
19641230:0900,24.3,15.6
19641231:0900,22.9,16.2
19650101:0900,21.6,16.6
19650102:0900,22.7,13.7
19650103:0900,23.8,16.2
19650104:0900,22.9,13.9
19650105:0900,19.6,14.1
19650106:0900,22.1,14.4
19650107:0900,19.5,15.5
19650108:0900,22.1,16
19650109:0900,25.4,15.8
19650110:0900,26,14.4
19650111:0900,23.9,15.5
19650112:0900,24.9,15.8
19650113:0900,24.4,17
