Date,Tmax,Tmin
19650114:0900,23.4,17.8
19650115:0900,23.8,15
19650116:0900,22.1,15.1
19650117:0900,24.8,17.1
19650118:0900,25.1,15.1
19650119:0900,24.4,15.1
19650120:0900,25.2,16.2
19650121:0900,29.7,17.3
19650122:0900,23.4,10.8
19650123:0900,18.7,10.3
19650124:0900,19.3,12.3
19650125:0900,17.9,10
19650126:0900,20.6,10.4
19650127:0900,22.4,13.3
19650128:0900,19.1,10.1
19650129:0900,24.3,16.1
19650130:0900,23.9,15.6
19650131:0900,20.5,15.1
19650201:0900,25.4,15.4
19650202:0900,18.7,14.6
19650203:0900,18.3,11.6
19650204:0900,23.8,13.3
19650205:0900,26,16.8
19650206:0900,21.3,11.2
19650207:0900,20.8,10.9
19650208:0900,22.6,14.8
19650209:0900,21.6,13.7
19650210:0900,22.8,15.3
19650211:0900,20.5,16.1
19650212:0900,21,17.4
19650213:0900,20.1,8.2
19650214:0900,15.4,8.1
19650215:0900,19,8.3
19650216:0900,21.2,13.1
19650217:0900,21.2,13.3
19650218:0900,20.7,13.3
19650219:0900,20.3,7.8
19650220:0900,20.6,10.7
19650221:0900,20.7,13.3
19650222:0900,19.2,9.4
19650223:0900,15.1,8.9
19650224:0900,18.9,14.3
19650225:0900,18.4,14.2
19650226:0900,23.1,12.6
19650227:0900,17.9,11.9
19650228:0900,22.2,15.2
19650301:0900,18.6,14.4
19650302:0900,20,6.7
19650303:0900,9.7,6.1
19650304:0900,13,5.8
19650305:0900,18.6,9.8
19650306:0900,14.3,7.8
19650307:0900,17.3,9.1
19650308:0900,18.5,13.4
19650309:0900,18.8,15.5
19650310:0900,20.2,14.4
19650311:0900,17.9,13
19650312:0900,16.4,10.7
19650313:0900,23.2,13.8
19650314:0900,22.6,16.1
19650315:0900,22.3,15.6
19650316:0900,22.4,14.3
19650317:0900,23.6,10.7
19650318:0900,14.3,9.6
19650319:0900,14.4,12.6
19650320:0900,14.5,12.7
19650321:0900,16.4,11.4
19650322:0900,15,13.6
19650323:0900,15.6,13.5
19650324:0900,19.7,12.2
19650325:0900,17.7,10.1
19650326:0900,17.9,13.3
19650327:0900,17,11
19650328:0900,17.2,12.2
19650329:0900,18.9,10.1
19650330:0900,16.7,9.9
19650331:0900,13.8,6
19650401:0900,16.9,13.1
19650402:0900,16.2,13.8
19650403:0900,18.7,14.9
19650404:0900,17.1,12.4
19650405:0900,15.4,8.5
19650406:0900,19.9,9.9
19650407:0900,16.8,13.1
19650408:0900,17.3,8.4
19650409:0900,11.2,8.1
19650410:0900,11.7,9.2
19650411:0900,13.2,10
19650412:0900,13.3,9.7
19650413:0900,14.1,9.7
19650414:0900,13.7,8.6
19650415:0900,13.3,8.8
19650416:0900,14.2,8.8
19650417:0900,16.9,10.7
19650418:0900,17.8,14.1
19650419:0900,18.6,14.3
19650420:0900,18.4,12.2
19650421:0900,15,11.3
19650422:0900,18.6,11.7
19650423:0900,15.9,13.3
19650424:0900,17.3,13.8
19650425:0900,17.2,8.4
19650426:0900,13.4,6.4
19650427:0900,15.8,2.6
19650428:0900,14.6,7.9
19650429:0900,16.1,10.5
19650430:0900,16.3,8.3
19650501:0900,11.7,7.8
19650502:0900,12.1,5
19650503:0900,9.6,4.1
19650504:0900,9.8,4.4
19650505:0900,9.8,5.4
19650506:0900,14.3,7.8
19650507:0900,14.7,8.9
19650508:0900,14.9,4.9
19650509:0900,10.6,5.8
19650510:0900,14.2,7.9
19650511:0900,12.7,3.4
19650512:0900,12.8,5.7
19650513:0900,13.2,9.5
19650514:0900,15.1,12.1
19650515:0900,17.7,9.6
19650516:0900,12.1,7.3
19650517:0900,16.1,8.8
19650518:0900,15.6,11.7
19650519:0900,15.7,8.3
19650520:0900,13.3,8.6
19650521:0900,14.6,9.1
19650522:0900,13.4,9.4
19650523:0900,13.7,10.2
19650524:0900,15.4,11.7
19650525:0900,13.9,10.1
19650526:0900,13.3,9.8
19650527:0900,17.6,8.7
19650528:0900,11.6,9.4
19650529:0900,14.1,9.7
19650530:0900,16.2,10.2
19650531:0900,12.8,9.4
19650601:0900,13.3,9.9
19650602:0900,14.4,9.9
19650603:0900,11,7.9
19650604:0900,11.6,7.8
19650605:0900,9.9,4.6
19650606:0900,11.7,4.9
19650607:0900,12.7,4.8
19650608:0900,12.9,6.7
19650609:0900,14.9,7.6
19650610:0900,14.1,7.7
19650611:0900,12.9,6.1
19650612:0900,13.4,6.9
19650613:0900,13.4,2.1
19650614:0900,11.7,2.6
19650615:0900,11.6,3.4
19650616:0900,10.7,8.3
19650617:0900,10.5,5.5
19650618:0900,12,6.1
19650619:0900,12.6,8.2
19650620:0900,12.3,9.6
19650621:0900,12.3,6.8
19650622:0900,13.8,7.5
19650623:0900,14.4,8.8
19650624:0900,14.5,12.4
19650625:0900,14.1,6.1
19650626:0900,7.2,4.2
19650627:0900,10.1,4.2
19650628:0900,7.5,3.5
19650629:0900,7.1,4.7
19650630:0900,8.3,5.8
19650701:0900,7.7,5.4
19650702:0900,7.7,5.1
19650703:0900,7.9,3.5
19650704:0900,8.8,0.7
19650705:0900,9.7,2.2
19650706:0900,10.8,7.8
19650707:0900,10.7,4.7
19650708:0900,11.9,4.3
19650709:0900,11.1,2.7
19650710:0900,6.8,3.9
19650711:0900,7.8,3.4
19650712:0900,6.6,4.1
19650713:0900,7.1,2.7
19650714:0900,10.2,1.9
19650715:0900,11.9,2.9
19650716:0900,11.7,7
19650717:0900,8.9,2.4
19650718:0900,11.7,7.2
19650719:0900,11.8,2.3
19650720:0900,11.1,3.6
19650721:0900,13.5,4.2
19650722:0900,7.5,0
19650723:0900,8.5,2.1
19650724:0900,10.1,4.9
19650725:0900,12.9,8.5
19650726:0900,11.4,7.4
19650727:0900,10.3,7.3
19650728:0900,9.6,6
19650729:0900,11.3,7.8
19650730:0900,11.6,4.8
19650731:0900,8.9,2.2
19650801:0900,7.3,2
19650802:0900,7.3,3.7
19650803:0900,7.2,3.4
19650804:0900,6.7,2.8
19650805:0900,7.4,4.7
19650806:0900,7.6,5.3
19650807:0900,11.4,3.2
19650808:0900,12.2,4.4
19650809:0900,11.3,3.1
19650810:0900,10.2,4.7
19650811:0900,11.6,9.2
19650812:0900,11.7,7.5
19650813:0900,13.3,5.8
19650814:0900,10,5.3
19650815:0900,12.2,9.4
19650816:0900,10.3,7.4
19650817:0900,9.3,6.7
19650818:0900,11.4,8.6
19650819:0900,13.1,9.3
19650820:0900,12.3,6.3
19650821:0900,10.7,7.3
19650822:0900,13.2,4.5
19650823:0900,6.7,3.8
19650824:0900,6.3,3.2
19650825:0900,7.7,3.8
19650826:0900,11.8,5.8
19650827:0900,10.6,6.9
19650828:0900,14.4,5
19650829:0900,15.3,5.3
19650830:0900,10.2,4.9
19650831:0900,13.4,6.5
19650901:0900,14.1,7.1
19650902:0900,11.5,5.4
19650903:0900,13.2,8.8
19650904:0900,12.9,3.3
19650905:0900,7.2,3.1
19650906:0900,9.2,1.9
19650907:0900,13.9,5.5
19650908:0900,14.9,6.7
19650909:0900,9.6,2.6
19650910:0900,13.7,4.4
19650911:0900,13.6,7
19650912:0900,15,7
19650913:0900,13.9,9.5
19650914:0900,13.5,10.3
19650915:0900,14.6,8.4
19650916:0900,16.1,10.3
19650917:0900,18.3,11.8
19650918:0900,13.1,10
19650919:0900,13.3,7.1
19650920:0900,16.3,5
19650921:0900,12.2,8.8
19650922:0900,12.2,5.8
19650923:0900,14.3,8.8
19650924:0900,14.7,11.1
19650925:0900,15.5,5.7
19650926:0900,11.2,3.8
19650927:0900,14.9,7.5
19650928:0900,13.8,7.9
19650929:0900,13.4,8.1
19650930:0900,17,7.2
19651001:0900,15,4.6
19651002:0900,13.4,9.4
19651003:0900,13.7,7.7
19651004:0900,13.8,9.5
19651005:0900,14.5,7.7
19651006:0900,13.2,5.6
19651007:0900,13.4,3.8
19651008:0900,11.4,2.7
19651009:0900,13.9,9
19651010:0900,13.2,9.9
19651011:0900,14.3,10.6
19651012:0900,17.7,8.5
19651013:0900,11.7,7.2
19651014:0900,11.6,4.9
19651015:0900,11.8,3.3
19651016:0900,13.2,5.2
19651017:0900,14.2,5.1
19651018:0900,7.6,4.3
19651019:0900,10.1,3.6
19651020:0900,14.4,9.2
19651021:0900,15.4,9.8
19651022:0900,14.6,10.5
19651023:0900,15.4,10.6
19651024:0900,17.8,5.6
19651025:0900,12.6,5.6
19651026:0900,16,10.1
19651027:0900,17.3,10.1
19651028:0900,14.6,10.1
19651029:0900,13.1,7.3
19651030:0900,17.8,10.5
19651031:0900,16,10
19651101:0900,15.3,10.9
19651102:0900,13.5,5.6
19651103:0900,10.7,5.1
19651104:0900,15.4,9.5
19651105:0900,15.2,11
19651106:0900,13.5,10.3
19651107:0900,15.1,12.2
19651108:0900,14.4,10.8
19651109:0900,16.8,8.7
19651110:0900,12.1,8.3
19651111:0900,17.1,11.3
19651112:0900,16.6,12.7
19651113:0900,18.6,12.7
19651114:0900,16.4,10.2
19651115:0900,15.1,6.3
19651116:0900,15.8,9.4
19651117:0900,17.8,12.3
19651118:0900,17.1,12.8
19651119:0900,17.9,10.3
19651120:0900,14.8,3.9
19651121:0900,11,6.2
19651122:0900,13.9,8
19651123:0900,15.4,9.3
19651124:0900,17.6,11.4
19651125:0900,17.6,11.6
19651126:0900,17.8,13.5
19651127:0900,17.4,12.6
19651128:0900,18.6,11.1
19651129:0900,15.9,9.4
19651130:0900,13.2,6.1
19651201:0900,16.7,10.7
19651202:0900,16.8,7.5
19651203:0900,18.6,11.9
19651204:0900,17.3,11
19651205:0900,17.9,11.4
19651206:0900,15.4,12.6
19651207:0900,16.9,11.3
19651208:0900,15.4,8.4
19651209:0900,20.9,11.1
19651210:0900,17.3,12.4
19651211:0900,20.4,14.4
19651212:0900,21.7,14.7
19651213:0900,19.5,13.6
19651214:0900,22.3,13.9
19651215:0900,19.3,15.1
19651216:0900,21,15.6
19651217:0900,21.7,14.4
19651218:0900,16.8,10.7
19651219:0900,20.1,12
19651220:0900,16.1,10.7
19651221:0900,14.1,10.8
19651222:0900,16.2,12.2
19651223:0900,18.2,12.4
19651224:0900,21.1,14.2
19651225:0900,18.2,13.5
19651226:0900,20.1,13.6
19651227:0900,18.1,11
19651228:0900,15.4,8.5
19651229:0900,15.9,10.4
19651230:0900,17.7,9.3
19651231:0900,16.6,10.7
19660101:0900,16.9,12.6
19660102:0900,17.9,15.2
19660103:0900,19.2,11.8
19660104:0900,16.9,11.6
19660105:0900,19.7,14.1
19660106:0900,22.7,15.6
19660107:0900,19.6,9.9
19660108:0900,14.4,9.6
19660109:0900,15.4,9.4
19660110:0900,17.1,7.1
19660111:0900,16.7,8
19660112:0900,17.2,12.9
19660113:0900,21.3,11.2
19660114:0900,15.8,11.6
19660115:0900,16.2,10.9
19660116:0900,16.2,8.8
19660117:0900,19.8,14.2
19660118:0900,18.2,13.8
19660119:0900,20.4,15.4
19660120:0900,21,16
19660121:0900,21.8,16.2
19660122:0900,18.7,15.9
19660123:0900,19.3,15.8
19660124:0900,21.2,14.8
19660125:0900,19,8.9
19660126:0900,19.1,10.1
19660127:0900,17.9,12.1
19660128:0900,18.5,13.6
19660129:0900,21.1,13.4
19660130:0900,18.3,14.1
19660131:0900,18.3,13.9
19660201:0900,20.9,16.9
19660202:0900,19.8,10.8
19660203:0900,19.4,15.6
19660204:0900,22,13.8
19660205:0900,20.4,15.6
19660206:0900,20.3,15.2
19660207:0900,20.1,15.3
19660208:0900,16.3,13
19660209:0900,18.4,10.2
19660210:0900,22.8,16.6
19660211:0900,21.8,16.8
19660212:0900,23.6,16.7
19660213:0900,24.4,15.3
19660214:0900,22.7,15.1
19660215:0900,27.7,16.3
19660216:0900,25,18.2
19660217:0900,21.3,17.7
19660218:0900,22.9,14.5
19660219:0900,22.9,15.4
19660220:0900,24.3,18.7
19660221:0900,20.1,12.3
19660222:0900,19.1,11.3
19660223:0900,20.1,14.4
19660224:0900,16.2,12
19660225:0900,20.3,15.5
19660226:0900,21.1,14.7
19660227:0900,15.1,11.7
19660228:0900,18,12.8
19660301:0900,25.1,15.1
19660302:0900,24,14.9
19660303:0900,20.6,17.1
19660304:0900,20.6,11
19660305:0900,13.7,6.8
19660306:0900,19.3,11.7
19660307:0900,20.1,11.7
19660308:0900,21.4,11.1
19660309:0900,21.9,13.9
19660310:0900,20,15.3
19660311:0900,20.6,11.7
19660312:0900,16.3,9.9
19660313:0900,16,11.6
19660314:0900,15.9,7.4
19660315:0900,20,10.6
19660316:0900,17.2,9.4
19660317:0900,22.1,10.9
19660318:0900,23.6,12
19660319:0900,22.9,11.9
19660320:0900,17.7,13.2
19660321:0900,16,13.1
19660322:0900,22.1,12.2
19660323:0900,24.3,16.6
19660324:0900,22.3,16.6
19660325:0900,22.7,16.2
19660326:0900,21.8,16.7
19660327:0900,22.6,12.9
19660328:0900,15.5,11.9
19660329:0900,18.9,14.5
19660330:0900,20.8,14.7
19660331:0900,16.8,10.9
19660401:0900,19.7,13.4
19660402:0900,19.3,12.3
19660403:0900,15.2,7.8
19660404:0900,14.1,8.4
19660405:0900,18.5,13.3
19660406:0900,14,12.3
19660407:0900,19.3,13.3
19660408:0900,21.2,11.3
19660409:0900,17.3,13.9
19660410:0900,19.7,11.9
19660411:0900,17.3,9.4
19660412:0900,15.7,8.4
19660413:0900,19.1,11.1
19660414:0900,15.1,6.9
19660415:0900,18.2,10.7
19660416:0900,20,11
19660417:0900,17.1,13.9
19660418:0900,16.2,7.2
19660419:0900,16.2,8.1
19660420:0900,16.6,9.2
19660421:0900,14.4,8.4
19660422:0900,18.6,12.7
19660423:0900,17.9,13.8
19660424:0900,18.1,14.4
19660425:0900,18.2,15.6
19660426:0900,17.2,10.6
19660427:0900,11.2,8.7
19660428:0900,11.7,5.5
19660429:0900,15.4,9.7
19660430:0900,17.9,12.9
19660501:0900,17.7,13.9
19660502:0900,20.7,10.6
19660503:0900,11.1,8.8
19660504:0900,10.2,5.6
19660505:0900,15.7,4.4
19660506:0900,16.1,7.5
19660507:0900,16.2,6.3
19660508:0900,15.7,10.2
19660509:0900,15.5,9.1
19660510:0900,12.9,8.9
19660511:0900,15.9,9.9
19660512:0900,11.9,9.4
19660513:0900,11.9,8.8
19660514:0900,13,7.3
19660515:0900,10.1,4.6
19660516:0900,13.7,6.2
19660517:0900,15.8,7.3
19660518:0900,8.3,5.6
19660519:0900,8.6,5.7
19660520:0900,8.9,6.1
19660521:0900,8.6,7.3
19660522:0900,10.8,7.2
19660523:0900,12.4,6.2
19660524:0900,14.6,8.9
19660525:0900,10.8,8.1
19660526:0900,10.1,7.8
19660527:0900,9.6,5.1
19660528:0900,12.1,5.8
19660529:0900,10.3,6.1
19660530:0900,9.1,6.8
19660531:0900,11.2,6.1
19660601:0900,11.7,6.9
19660602:0900,13.8,10.7
19660603:0900,13.5,11.3
19660604:0900,14.6,10.6
19660605:0900,11.7,7.7
19660606:0900,9.7,8.1
19660607:0900,10.5,5.1
19660608:0900,9,3.2
19660609:0900,13.6,7.3
19660610:0900,10.4,3.9
19660611:0900,12.3,4.7
19660612:0900,14.9,6.8
19660613:0900,11.1,3.9
19660614:0900,9.4,4.6
19660615:0900,7.8,4.4
19660616:0900,8.3,3.3
19660617:0900,12.2,6.9
19660618:0900,13.2,7.6
19660619:0900,10.7,7.3
19660620:0900,14,8.6
19660621:0900,13.6,8.9
19660622:0900,13.7,10
19660623:0900,12.6,8.3
19660624:0900,11.8,3.4
19660625:0900,8.8,3.4
19660626:0900,10.6,4.3
19660627:0900,11.8,7.3
19660628:0900,11.6,6.4
19660629:0900,11.2,7
19660630:0900,7.7,1
19660701:0900,11.7,4.7
19660702:0900,12.7,6.1
19660703:0900,12.3,8.1
19660704:0900,14.3,3.5
19660705:0900,11.6,5.5
19660706:0900,11.6,9.3
19660707:0900,11.8,8.4
19660708:0900,12.2,8.5
19660709:0900,9.9,5.6
19660710:0900,10.5,3.4
19660711:0900,13.5,6.7
19660712:0900,10.7,0.9
19660713:0900,10.6,3.9
19660714:0900,10.1,7.1
19660715:0900,8.4,5
19660716:0900,7.9,2.8
19660717:0900,11.6,3.7
19660718:0900,13.1,7.6
19660719:0900,10.3,5.3
19660720:0900,7.1,1.8
19660721:0900,5.3,2.2
19660722:0900,6.8,4.6
19660723:0900,7,4.9
19660724:0900,8.3,3
19660725:0900,9.8,1.6
19660726:0900,13.2,3.4
19660727:0900,11.7,7.1
19660728:0900,11.4,8.7
19660729:0900,12.4,7.5
19660730:0900,11.3,8.9
19660731:0900,12.1,8.2
19660801:0900,8.4,6.1
19660802:0900,8.2,4.9
19660803:0900,12.7,4.4
19660804:0900,10.7,5.8
19660805:0900,11.6,7.8
19660806:0900,11.6,7.5
19660807:0900,9.5,6.6
19660808:0900,10.1,3.4
19660809:0900,12.7,5.7
19660810:0900,8.4,5.1
19660811:0900,7.7,0.8
19660812:0900,8.7,3.3
19660813:0900,11.9,4.1
19660814:0900,11.2,7.9
19660815:0900,11.9,8.3
19660816:0900,11.8,7.2
19660817:0900,9.4,6.2
19660818:0900,9.4,5.1
19660819:0900,11.6,2.1
19660820:0900,12.6,3.3
19660821:0900,11.5,3.6
19660822:0900,10.2,6.6
19660823:0900,12.7,8.5
19660824:0900,13.4,6.6
19660825:0900,13.9,6.9
19660826:0900,7.6,4.4
19660827:0900,7.8,4.7
19660828:0900,8.4,5.7
19660829:0900,7.9,6.2
19660830:0900,8.3,3.4
19660831:0900,6.3,3.2
19660901:0900,7.6,4.4
19660902:0900,8.8,5.6
19660903:0900,7.7,1.1
19660904:0900,11.2,3
19660905:0900,14.1,5.1
19660906:0900,13.6,9.7
19660907:0900,13.9,8.2
19660908:0900,13.4,5.9
19660909:0900,12.5,9.4
19660910:0900,13.2,4.7
19660911:0900,8.4,4.2
19660912:0900,10.1,3.3
19660913:0900,14.3,8.4
19660914:0900,11.1,5.1
19660915:0900,12.9,6.7
19660916:0900,16.2,6.7
19660917:0900,14.9,7.8
19660918:0900,15.5,9
19660919:0900,17.2,10.8
19660920:0900,13.9,10.6
19660921:0900,12.8,8.1
19660922:0900,11.2,8.2
19660923:0900,15.1,9.4
19660924:0900,14.4,9.7
19660925:0900,14.6,3.9
19660926:0900,11.2,5.9
19660927:0900,14.7,5
19660928:0900,16.2,9.4
19660929:0900,12.7,6.6
19660930:0900,14.4,6.2
19661001:0900,12.9,4.7
19661002:0900,17.7,8.9
19661003:0900,15,9.9
19661004:0900,15.6,10
19661005:0900,16,11.1
19661006:0900,14.5,10.3
19661007:0900,17.9,8.6
19661008:0900,13.3,8.5
19661009:0900,14.9,7.2
19661010:0900,11.9,8.5
19661011:0900,9.9,7.8
19661012:0900,14.9,8.2
19661013:0900,15.6,5
19661014:0900,9.4,3.8
19661015:0900,11.5,5.1
19661016:0900,14.6,6.8
19661017:0900,15.9,8.8
19661018:0900,16.6,11.3
19661019:0900,14.7,11
19661020:0900,14,8.9
19661021:0900,14.4,9.2
19661022:0900,16.8,12.2
19661023:0900,15.1,8.1
19661024:0900,12.2,3.8
19661025:0900,16.8,7.3
19661026:0900,16.6,11.1
19661027:0900,14.1,11.6
19661028:0900,15.8,10.7
19661029:0900,18.7,11.6
19661030:0900,14.7,9.9
19661031:0900,16.9,9.3
19661101:0900,16.4,4.9
19661102:0900,17.5,11.1
19661103:0900,14.5,12.4
19661104:0900,15.4,7.2
19661105:0900,14.9,7.7
19661106:0900,19.3,9.7
19661107:0900,11.7,9.9
19661108:0900,12.9,7.9
19661109:0900,11.7,7.2
19661110:0900,11.9,7
19661111:0900,13.5,5.2
19661112:0900,13.2,7.7
19661113:0900,13.4,4.7
19661114:0900,17.6,10.6
19661115:0900,19.1,12.6
19661116:0900,19.9,12.3
19661117:0900,15.4,11.8
19661118:0900,16.4,11.4
19661119:0900,16.7,7.5
19661120:0900,12.3,7.2
19661121:0900,15,8.8
19661122:0900,11.7,6.4
19661123:0900,10.3,5.4
19661124:0900,14.6,5.4
19661125:0900,15.5,11.9
19661126:0900,16.6,10.8
19661127:0900,19.7,11.2
19661128:0900,17.2,11.8
19661129:0900,16.2,13
19661130:0900,22.2,8.9
19661201:0900,17.3,13.1
19661202:0900,18.9,8.9
19661203:0900,14.2,4.9
19661204:0900,18.6,12.7
19661205:0900,17.8,8.8
19661206:0900,17.1,10.7
19661207:0900,13.6,8.8
19661208:0900,14.6,6.2
19661209:0900,21.3,13.4
19661210:0900,16.1,11.1
19661211:0900,15.3,6.7
19661212:0900,12.9,8.9
19661213:0900,17.3,12.2
19661214:0900,20,13.6
19661215:0900,18.6,13.4
19661216:0900,18.8,13.2
19661217:0900,18.3,14.4
19661218:0900,20.7,14.9
19661219:0900,21.8,15.4
19661220:0900,19.7,15.4
19661221:0900,22.4,15.3
19661222:0900,21.6,15.6
19661223:0900,24.9,14.3
19661224:0900,17.2,12.3
19661225:0900,12.8,8.9
19661226:0900,13.2,7.8
19661227:0900,13.8,7.4
19661228:0900,17.9,12.2
19661229:0900,16.7,10.5
19661230:0900,11.9,9.2
19661231:0900,11.2,8.7
19670101:0900,14.7,10.1
19670102:0900,15.6,11.4
19670103:0900,18.6,10.7
19670104:0900,17.7,12.4
19670105:0900,19.1,12.4
19670106:0900,16.7,12.2
19670107:0900,15.1,9.9
19670108:0900,14.4,10.7
19670109:0900,15.1,11.7
19670110:0900,15.1,10.4
19670111:0900,15.8,11.7
19670112:0900,17.2,11.8
19670113:0900,15.1,10.6
19670114:0900,19.4,11.3
19670115:0900,21.1,14.2
19670116:0900,20.7,13.1
19670117:0900,25.5,14.2
19670118:0900,24.3,16.2
19670119:0900,23.7,13.9
19670120:0900,19.7,13.6
19670121:0900,19.6,14.9
19670122:0900,19.8,14.4
19670123:0900,19.6,15.5
19670124:0900,18.2,15.5
19670125:0900,20.5,15.9
19670126:0900,16.4,9.5
19670127:0900,18.8,11.6
19670128:0900,18.2,10.4
19670129:0900,17.5,8.9
19670130:0900,21.1,14.8
19670131:0900,18.2,15.6
19670201:0900,19.9,13.3
19670202:0900,17,12.5
19670203:0900,13.4,7.8
19670204:0900,11.4,7.6
19670205:0900,13.4,5.2
19670206:0900,18.7,7.8
19670207:0900,20.2,12.1
19670208:0900,21.4,11.7
19670209:0900,21.2,14.4
19670210:0900,19.9,12.9
19670211:0900,21,15
19670212:0900,21.8,13.8
19670213:0900,18.7,14.5
19670214:0900,21.6,15.4
19670215:0900,20.3,15.5
19670216:0900,20.1,14.8
19670217:0900,18.3,9.7
19670218:0900,18.8,13.2
19670219:0900,18.9,14.2
19670220:0900,19.9,10.3
19670221:0900,19.5,9
19670222:0900,22.7,12.7
19670223:0900,23.2,13.3
19670224:0900,22.5,15.4
19670225:0900,22.1,13.2
19670226:0900,25.5,16.6
19670227:0900,21.3,15.7
19670228:0900,18.8,16.1
19670301:0900,21.6,10.7
19670302:0900,12.9,9.8
19670303:0900,15.3,11.2
19670304:0900,18.7,9.4
19670305:0900,21.6,12.9
19670306:0900,22.8,13.4
19670307:0900,14.6,11.3
19670308:0900,18.8,11.9
19670309:0900,24.1,16.7
19670310:0900,24.2,18.2
19670311:0900,22.9,18.3
19670312:0900,19.5,10.1
19670313:0900,15,6.7
19670314:0900,19.8,8.2
19670315:0900,20.6,12.6
19670316:0900,15.4,8.7
19670317:0900,17.9,13.7
19670318:0900,19.6,13.2
19670319:0900,22.2,14
19670320:0900,18.8,12.4
19670321:0900,13.4,10.1
19670322:0900,16.8,11.7
19670323:0900,20.8,14
19670324:0900,22.1,15.7
19670325:0900,19.7,14.2
19670326:0900,17.8,10.6
19670327:0900,19.6,9
19670328:0900,20.7,8.1
19670329:0900,16.1,9.4
19670330:0900,20.7,13.2
19670331:0900,19.1,14.9
19670401:0900,19.4,14.9
19670402:0900,18.3,14.2
19670403:0900,18.7,9.4
19670404:0900,12.9,5.9
19670405:0900,16.8,9.6
19670406:0900,17.9,12.3
19670407:0900,17.2,14.4
19670408:0900,17.7,12.2
19670409:0900,20.8,13.3
19670410:0900,18.3,15.3
19670411:0900,19.3,11.3
19670412:0900,12.8,10.6
19670413:0900,14.3,8.3
19670414:0900,14.6,9.4
19670415:0900,12.4,6
19670416:0900,16,9.4
19670417:0900,17.9,10.9
19670418:0900,15.2,8.9
19670419:0900,19.2,10.2
19670420:0900,15.1,10.6
19670421:0900,17.3,13.8
19670422:0900,21.1,12.8
19670423:0900,17.8,13.7
19670424:0900,16.1,10.2
19670425:0900,15.1,11.4
19670426:0900,17.4,12.5
19670427:0900,16.6,8.8
19670428:0900,10.6,6.3
19670429:0900,11,4.8
19670430:0900,14.2,7.7
19670501:0900,16.2,8
19670502:0900,16.6,4.7
19670503:0900,15.6,9.9
19670504:0900,16,8.1
19670505:0900,16.9,6.8
19670506:0900,17.4,9.8
19670507:0900,16.8,12.4
19670508:0900,15.9,9.7
19670509:0900,14.5,11.6
19670510:0900,14.9,7.5
19670511:0900,14.8,8.8
19670512:0900,11.8,6.9
19670513:0900,9.4,4
19670514:0900,12.8,8.3
19670515:0900,15.7,8.6
19670516:0900,12.1,2.3
19670517:0900,10.1,4.2
19670518:0900,13.9,4.6
19670519:0900,14.6,7.1
19670520:0900,13.7,10.4
19670521:0900,15.2,9.4
19670522:0900,14.2,10
19670523:0900,13.4,11.7
19670524:0900,16,12.7
19670525:0900,14.2,9.7
19670526:0900,11.7,9.7
19670527:0900,12.8,9.7
19670528:0900,11.8,8.7
19670529:0900,11.8,7.3
19670530:0900,13.4,8.4
19670531:0900,11,5.9
19670601:0900,7.9,4.2
19670602:0900,7.9,2.4
19670603:0900,10.6,6.6
19670604:0900,12.2,8.2
19670605:0900,9.4,6.3
19670606:0900,9.9,6.2
19670607:0900,8.9,4
19670608:0900,10.1,3.3
19670609:0900,9.9,4.2
19670610:0900,12.9,4.6
19670611:0900,12.3,6.5
19670612:0900,9.2,4.9
19670613:0900,11.6,5.3
19670614:0900,13.7,6.3
19670615:0900,11.6,5.3
19670616:0900,10.7,5.8
19670617:0900,9.6,2.7
19670618:0900,11.9,5.3
19670619:0900,12.7,9
19670620:0900,12,7.9
19670621:0900,13.6,8.8
19670622:0900,9.2,2.6
19670623:0900,10.1,3
19670624:0900,11.5,7.3
19670625:0900,11.2,8.6
19670626:0900,13.2,6.9
19670627:0900,13.4,2.5
19670628:0900,11.4,3.6
19670629:0900,11.1,7.7
19670630:0900,11.3,7.4
19670701:0900,9.6,1.9
19670702:0900,11.3,4.8
19670703:0900,13.9,10.4
19670704:0900,14.6,7.2
19670705:0900,8.8,4.8
19670706:0900,7.8,5.2
19670707:0900,6.9,4.4
19670708:0900,7.2,1.8
19670709:0900,8.1,4
19670710:0900,8.9,1.8
19670711:0900,10.9,3.3
19670712:0900,9.7,3.6
19670713:0900,12.3,2.2
19670714:0900,9.4,3.3
19670715:0900,9.7,5.7
19670716:0900,7.6,2.9
19670717:0900,11.8,3.4
19670718:0900,11.7,3.9
19670719:0900,11.7,9.3
19670720:0900,10.8,4.4
19670721:0900,12.5,6.2
19670722:0900,10.7,5.1
